0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.015412049999999766e+01,1.162594148000000018e+02,5.953730000000000473e+02,2.748400000000000176e+01,3.899999999999999994e-02,5.000000000000000278e-02,-2.000000000000000042e-02,-1.000000000000000021e-02,-4.886921905583646066e-03
4.015412049999999766e+01,1.162594148000000018e+02,5.953730000000000473e+02,2.748400000000000176e+01,3.899999999999999994e-02,5.000000000000000278e-02,-2.000000000000000042e-02,-1.000000000000000021e-02,-4.886921905583646066e-03
4.015412049999999766e+01,1.162594148000000018e+02,5.953750000000000000e+02,2.752799999999999869e+01,4.100000000000000172e-02,5.999999999999999778e-02,-2.000000000000000042e-02,-2.000000000000000042e-02,-4.537856055185097645e-03
4.015412049999999766e+01,1.162594148000000018e+02,5.953759999999999764e+02,2.754400000000000048e+01,4.200000000000000261e-02,5.999999999999999778e-02,-2.000000000000000042e-02,-2.000000000000000042e-02,-4.188790204786549225e-03
4.015412049999999766e+01,1.162594148000000018e+02,5.953780000000000427e+02,2.758800000000000097e+01,4.399999999999999745e-02,7.000000000000000666e-02,-2.000000000000000042e-02,-2.000000000000000042e-02,-4.188790204786549225e-03
4.015412049999999766e+01,1.162594148000000018e+02,5.953799999999999955e+02,2.763200000000000145e+01,4.499999999999999833e-02,8.000000000000000167e-02,-2.000000000000000042e-02,-1.000000000000000021e-02,-3.316125578789186346e-03
4.015412049999999766e+01,1.162594148000000018e+02,5.953799999999999955e+02,2.764799999999999969e+01,4.599999999999999922e-02,8.000000000000000167e-02,-2.000000000000000042e-02,-1.000000000000000021e-02,-2.967059728390637925e-03
4.015412059999999883e+01,1.162594148000000018e+02,5.953809999999999718e+02,2.767999999999999972e+01,4.700000000000000011e-02,8.999999999999999667e-02,-2.000000000000000042e-02,-1.000000000000000021e-02,-2.617993877991097243e-03
4.015412059999999883e+01,1.162594148000000018e+02,5.953819999999999482e+02,2.772800000000000153e+01,4.800000000000000100e-02,8.999999999999999667e-02,-2.000000000000000042e-02,0.000000000000000000e+00,-1.919862177194000619e-03
4.015412059999999883e+01,1.162594148000000018e+02,5.953830000000000382e+02,2.775600000000000023e+01,4.800000000000000100e-02,1.000000000000000056e-01,-2.000000000000000042e-02,0.000000000000000000e+00,-6.981317007980889942e-04
