0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999964237213134766e-01,8.634257246740162373e-04,-8.807185804471373558e-04,-2.395354676991701126e-03
9.999964237213134766e-01,8.634257246740162373e-04,-8.807185804471373558e-04,-2.395354676991701126e-03
9.999971985816955566e-01,7.879596669226884842e-04,5.203675245866179466e-04,-2.195966430008411407e-03
9.999969601631164551e-01,7.724520983174443245e-04,1.191626884974539280e-03,-2.051258925348520279e-03
9.999955892562866211e-01,6.310090539045631886e-04,2.140648430213332176e-03,-1.996227307245135307e-03
9.999942183494567871e-01,5.802364321425557137e-04,2.951617585495114326e-03,-1.601197523996233940e-03
9.999938011169433594e-01,4.837583983317017555e-04,3.189847804605960846e-03,-1.435329671949148178e-03
9.999924302101135254e-01,4.382378247100859880e-04,3.688737284392118454e-03,-1.231077243573963642e-03
9.999906420707702637e-01,4.499200731515884399e-04,4.232576116919517517e-03,-8.088389877229928970e-04
9.999893903732299805e-01,5.520340055227279663e-04,4.568150732666254044e-03,-3.430142824072390795e-04
9.999859929084777832e-01,4.823794879484921694e-04,5.275540985167026520e-03,1.651855709496885538e-04
9.999839067459106445e-01,5.628468934446573257e-04,5.625949706882238388e-03,6.222413503564894199e-04
9.999805092811584473e-01,6.437731790356338024e-04,6.080010440200567245e-03,1.287903985939919949e-03
9.999774098396301270e-01,6.872823578305542469e-04,6.401850376278162003e-03,1.925525488331913948e-03
9.999763965606689453e-01,7.314645918086171150e-04,6.498099770396947861e-03,2.121445257216691971e-03
9.999727010726928711e-01,7.250090711750090122e-04,6.879746448248624802e-03,2.609863877296447754e-03
9.999690055847167969e-01,8.437793585471808910e-04,7.120629306882619858e-03,3.256668802350759506e-03
9.999679327011108398e-01,8.029093733057379723e-04,7.141543552279472351e-03,3.541038837283849716e-03
9.999607801437377930e-01,7.138017099350690842e-04,7.473175413906574249e-03,4.694659262895584106e-03
9.999538064002990723e-01,9.351699845865368843e-04,7.819739170372486115e-03,5.518939346075057983e-03
9.999490976333618164e-01,1.050124410539865494e-03,7.975688204169273376e-03,6.100913509726524353e-03
9.999461174011230469e-01,1.059870468452572823e-03,8.022104389965534210e-03,6.498286966234445572e-03
9.999423623085021973e-01,1.078511704690754414e-03,8.046060800552368164e-03,7.037756498903036118e-03
9.999333024024963379e-01,1.165059744380414486e-03,8.164088241755962372e-03,8.091276511549949646e-03
9.999284744262695312e-01,1.279041287489235401e-03,8.228416554629802704e-03,8.595646359026432037e-03
9.999220371246337891e-01,1.292063039727509022e-03,8.350446820259094238e-03,9.192350320518016815e-03
9.999130964279174805e-01,1.455938443541526794e-03,8.466915227472782135e-03,9.998867288231849670e-03
9.999110102653503418e-01,1.416954211890697479e-03,8.408823050558567047e-03,1.026181317865848541e-02
9.998942017555236816e-01,1.563995028845965862e-03,8.531644940376281738e-03,1.168349292129278183e-02
9.998837113380432129e-01,1.557152951136231422e-03,8.337542414665222168e-03,1.268085464835166931e-02
9.998707175254821777e-01,1.537998556159436703e-03,8.471072651445865631e-03,1.357957068830728531e-02
9.998641610145568848e-01,1.547249266877770424e-03,8.531150408089160919e-03,1.401765272021293640e-02
9.998602867126464844e-01,1.601618365384638309e-03,8.494203910231590271e-03,1.431011594831943512e-02
9.998524785041809082e-01,1.686522737145423889e-03,8.496835827827453613e-03,1.483684591948986053e-02
9.998227357864379883e-01,2.003048313781619072e-03,8.576691150665283203e-03,1.664317026734352112e-02
9.998190999031066895e-01,2.016762737184762955e-03,8.582466281950473785e-03,1.685717515647411346e-02
9.997977018356323242e-01,2.070896560326218605e-03,8.538760244846343994e-03,1.809761673212051392e-02
9.997919797897338867e-01,2.157276263460516930e-03,8.529342710971832275e-03,1.839948631823062897e-02
9.997696876525878906e-01,2.206794451922178268e-03,8.275350555777549744e-03,1.967949047684669495e-02
9.997485876083374023e-01,2.311915392056107521e-03,8.231520652770996094e-03,2.073133178055286407e-02
9.997468590736389160e-01,2.344137523323297501e-03,8.241481147706508636e-03,2.080286107957363129e-02
9.997250437736511230e-01,2.450227970257401466e-03,8.031597360968589783e-03,2.189482748508453369e-02
9.997134804725646973e-01,2.477428875863552094e-03,7.893740199506282806e-03,2.246174216270446777e-02
9.996859431266784668e-01,2.601442858576774597e-03,7.905540056526660919e-03,2.363909035921096802e-02
9.996774196624755859e-01,2.629514550790190697e-03,7.784139830619096756e-03,2.403266541659832001e-02
9.996395707130432129e-01,2.951531903818249702e-03,7.517600432038307190e-03,2.560622617602348328e-02
9.996201992034912109e-01,2.969796536490321159e-03,7.398340851068496704e-03,2.638025395572185516e-02
9.996075630187988281e-01,2.905909903347492218e-03,7.348125800490379333e-03,2.687449567019939423e-02
9.995903968811035156e-01,2.866148483008146286e-03,7.177173625677824020e-03,2.755663543939590454e-02
9.995642900466918945e-01,2.952022012323141098e-03,7.128840778023004532e-03,2.849220298230648041e-02
9.995341300964355469e-01,2.990391571074724197e-03,7.114623207598924637e-03,2.953054942190647125e-02
9.995081424713134766e-01,3.018639283254742622e-03,7.104068063199520111e-03,3.039636090397834778e-02
9.994874596595764160e-01,3.113827435299754143e-03,7.030883803963661194e-03,3.107603266835212708e-02
9.994679689407348633e-01,3.200448583811521530e-03,6.853297818452119827e-03,3.172697499394416809e-02
9.994260072708129883e-01,3.404427319765090942e-03,6.652364972978830338e-03,3.304255381226539612e-02
9.994212985038757324e-01,3.392189508303999901e-03,6.578952539712190628e-03,3.320176526904106140e-02
9.993664026260375977e-01,3.317045280709862709e-03,6.485390476882457733e-03,3.483692556619644165e-02
9.993425607681274414e-01,3.428460797294974327e-03,6.382895633578300476e-03,3.552576899528503418e-02
9.993146657943725586e-01,3.549507819116115570e-03,6.349106319248676300e-03,3.629606217145919800e-02
9.992716312408447266e-01,3.685805015265941620e-03,6.330810952931642532e-03,3.745317459106445312e-02
9.992567300796508789e-01,3.786558518186211586e-03,6.307167001068592072e-03,3.784029930830001831e-02
9.992257952690124512e-01,4.014128353446722031e-03,6.225579418241977692e-03,3.863896057009696960e-02
9.991713762283325195e-01,4.025846254080533981e-03,5.949466954916715622e-03,4.006113857030868530e-02
9.991567730903625488e-01,4.059941973537206650e-03,5.908045917749404907e-03,4.042816534638404846e-02
