0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.200419008731842041e-01,-1.628813892602920532e-01,-9.621986389160156250e+00
2.200419008731842041e-01,-1.628813892602920532e-01,-9.621986389160156250e+00
1.937056779861450195e-01,-3.838288411498069763e-02,-1.003498458862304688e+01
3.385548591613769531e-01,-3.666957840323448181e-03,-9.802749633789062500e+00
2.972699105739593506e-01,3.240349888801574707e-02,-9.489267349243164062e+00
3.014597892761230469e-01,1.414771284908056259e-02,-9.698458671569824219e+00
2.852989733219146729e-01,4.317741468548774719e-02,-9.881914138793945312e+00
2.314294278621673584e-01,-1.834737211465835571e-01,-9.678808212280273438e+00
2.878969311714172363e-01,1.921134069561958313e-02,-9.722632408142089844e+00
2.443532347679138184e-01,-9.215024113655090332e-02,-9.789641380310058594e+00
3.077995181083679199e-01,-2.214371562004089355e-01,-9.739363670349121094e+00
4.455372393131256104e-01,-9.884755313396453857e-02,-9.997714996337890625e+00
3.398616611957550049e-01,2.723814919590950012e-03,-9.568490982055664062e+00
2.253569066524505615e-01,4.926197230815887451e-03,-9.659449577331542969e+00
4.073162972927093506e-01,-1.483027040958404541e-01,-9.850985527038574219e+00
2.829630970954895020e-01,3.800956904888153076e-02,-9.638961791992187500e+00
2.797192037105560303e-01,4.370607435703277588e-03,-1.008911895751953125e+01
2.946830689907073975e-01,8.846695721149444580e-02,-9.949056625366210938e+00
3.564727008342742920e-01,-1.538762748241424561e-01,-1.012320232391357422e+01
4.734911322593688965e-01,-4.961811006069183350e-03,-9.482070922851562500e+00
3.265889286994934082e-01,7.855940610170364380e-03,-9.815535545349121094e+00
2.308208942413330078e-01,-9.868605434894561768e-02,-9.639559745788574219e+00
3.804585337638854980e-01,-2.566288784146308899e-02,-9.760466575622558594e+00
2.859508097171783447e-01,-5.888374522328376770e-02,-9.902686119079589844e+00
2.582644224166870117e-01,-8.970005810260772705e-02,-1.006368446350097656e+01
2.888423800468444824e-01,2.466470003128051758e-03,-9.861356735229492188e+00
1.152627617120742798e-01,-5.260017514228820801e-02,-9.582432746887207031e+00
2.400605827569961548e-01,-3.883352130651473999e-02,-9.605777740478515625e+00
3.350023925304412842e-01,4.113991186022758484e-02,-9.858633041381835938e+00
1.631551086902618408e-01,-1.083508506417274475e-02,-9.711866378784179688e+00
1.499870121479034424e-01,4.727231338620185852e-03,-9.933328628540039062e+00
2.505434751510620117e-01,-4.674810543656349182e-02,-9.948892593383789062e+00
9.492035955190658569e-02,-1.389248818159103394e-01,-9.959667205810546875e+00
2.934060990810394287e-01,-8.026335388422012329e-02,-9.944821357727050781e+00
3.198902308940887451e-01,-7.940875738859176636e-02,-1.000979042053222656e+01
2.851743400096893311e-01,-1.476531103253364563e-02,-9.920009613037109375e+00
3.055250942707061768e-01,-1.835565268993377686e-01,-1.020611667633056641e+01
2.475488483905792236e-01,-1.563407108187675476e-02,-9.718049049377441406e+00
2.607170343399047852e-01,-6.950362026691436768e-02,-9.677348136901855469e+00
3.056499361991882324e-01,-1.464298367500305176e-01,-9.761326789855957031e+00
3.339206278324127197e-01,3.474495559930801392e-02,-9.965804100036621094e+00
3.301298022270202637e-01,-1.500076204538345337e-01,-9.983962059020996094e+00
2.540141046047210693e-01,-5.922746658325195312e-02,-9.708129882812500000e+00
4.566234946250915527e-01,4.312465339899063110e-02,-9.779656410217285156e+00
1.453771889209747314e-01,-1.316520720720291138e-01,-9.772472381591796875e+00
2.926205992698669434e-01,5.030726641416549683e-02,-1.008012676239013672e+01
3.052649796009063721e-01,1.142150163650512695e-01,-9.763847351074218750e+00
1.278527379035949707e-01,-1.535267531871795654e-01,-9.840517997741699219e+00
3.564990162849426270e-01,-5.057606101036071777e-02,-9.547228813171386719e+00
2.308034896850585938e-01,-1.966223865747451782e-01,-9.835732460021972656e+00
9.123037755489349365e-02,-8.698280900716781616e-02,-9.801106452941894531e+00
1.855715811252593994e-01,8.908418938517570496e-03,-9.820471763610839844e+00
1.951152086257934570e-01,1.059223338961601257e-02,-9.791257858276367188e+00
1.184858381748199463e-03,-1.378482878208160400e-01,-9.922940254211425781e+00
1.412456333637237549e-01,3.214004263281822205e-02,-9.503954887390136719e+00
2.298311591148376465e-01,4.291395843029022217e-02,-9.829565048217773438e+00
1.915239095687866211e-01,-1.222859621047973633e-01,-1.008095741271972656e+01
2.082833051681518555e-01,-1.378778368234634399e-03,-9.661970138549804688e+00
1.513966768980026245e-01,-1.474529355764389038e-01,-1.008501243591308594e+01
1.173023581504821777e-01,-4.198037832975387573e-02,-9.908007621765136719e+00
2.746850252151489258e-02,-2.219044864177703857e-01,-9.636294364929199219e+00
3.028016686439514160e-01,-1.177566945552825928e-01,-9.809874534606933594e+00
1.699234843254089355e-01,-2.290870398283004761e-01,-9.512993812561035156e+00
1.842887699604034424e-01,-6.508424878120422363e-02,-9.970286369323730469e+00
1.759089827537536621e-01,-8.184366673231124878e-02,-9.918808937072753906e+00
1.854858696460723877e-01,5.223164334893226624e-02,-9.708119392395019531e+00
2.154133915901184082e-01,4.145773500204086304e-02,-9.746426582336425781e+00
1.495727896690368652e-01,-2.135247737169265747e-01,-9.886487007141113281e+00
2.668886780738830566e-01,-4.593063890933990479e-02,-9.818253517150878906e+00
1.663321852684020996e-01,-9.860305488109588623e-02,-9.832617759704589844e+00
2.237930893898010254e-01,-6.987265497446060181e-02,-9.685376167297363281e+00
1.603467166423797607e-01,-1.835972517728805542e-01,-9.783139228820800781e+00
1.595343649387359619e-01,-5.372357368469238281e-02,-9.894099235534667969e+00
5.946953594684600830e-02,-9.963160753250122070e-02,-9.690792083740234375e+00
1.651831567287445068e-01,-1.863717734813690186e-01,-9.839209556579589844e+00
2.098179459571838379e-01,-1.220703646540641785e-01,-9.628860473632812500e+00
2.226440608501434326e-01,-1.516558527946472168e-01,-9.843996047973632812e+00
2.699838876724243164e-01,8.015945553779602051e-02,-9.806956291198730469e+00
1.513804644346237183e-01,-1.577858626842498779e-02,-9.792303085327148438e+00
1.113310307264328003e-01,-5.799885839223861694e-02,-9.803320884704589844e+00
1.021532565355300903e-01,-1.477814465761184692e-01,-9.569487571716308594e+00
2.446241676807403564e-02,-2.893895097076892853e-02,-9.593587875366210938e+00
1.727981120347976685e-02,5.485812202095985413e-02,-9.713298797607421875e+00
2.914614975452423096e-03,-1.199186146259307861e-01,-9.941946029663085938e+00
1.359430402517318726e-01,-1.983931958675384521e-01,-9.697482109069824219e+00
3.785792738199234009e-02,-3.275953233242034912e-02,-1.011777973175048828e+01
7.736229151487350464e-02,-3.104869723320007324e-01,-9.692810058593750000e+00
-4.880592226982116699e-03,-1.335030794143676758e-01,-9.640256881713867188e+00
2.010207474231719971e-01,-2.591986656188964844e-01,-9.718069076538085938e+00
1.424434930086135864e-01,-1.963048279285430908e-01,-9.719809532165527344e+00
-6.296306848526000977e-03,-1.738591939210891724e-01,-9.583938598632812500e+00
2.231326401233673096e-01,-2.589898109436035156e-01,-9.786149978637695312e+00
7.828347384929656982e-02,-6.386239826679229736e-02,-1.000043201446533203e+01
