0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999954104423522949e-01,1.596115180291235447e-04,-2.618442522361874580e-03,-1.561530632898211479e-03
9.999954104423522949e-01,1.596115180291235447e-04,-2.618442522361874580e-03,-1.561530632898211479e-03
9.999966621398925781e-01,1.944792602444067597e-04,-2.028251765295863152e-03,-1.636836561374366283e-03
9.999975562095642090e-01,1.929735444718971848e-04,-1.665267162024974823e-03,-1.413675607182085514e-03
9.999983906745910645e-01,1.339413138339295983e-04,-1.274475594982504845e-03,-1.326075056567788124e-03
9.999991655349731445e-01,1.072799132089130580e-04,-6.232703453861176968e-04,-1.185473171062767506e-03
9.999993443489074707e-01,7.193537749117240310e-05,-4.672366776503622532e-04,-1.035975408740341663e-03
9.999997615814208984e-01,5.963060903013683856e-05,-1.207195091410540044e-04,-7.787040085531771183e-04
9.999998807907104492e-01,5.092465653433464468e-05,3.557706368155777454e-04,-4.693377413786947727e-04
9.999998807907104492e-01,2.941974526038393378e-05,6.018309504725039005e-04,-8.416124910581856966e-05
9.999998807907104492e-01,1.325434277532622218e-04,5.908092716708779335e-04,8.724545295990537852e-06
9.999998807907104492e-01,4.112582246307283640e-05,4.395233700051903725e-04,4.860007320530712605e-04
9.999997615814208984e-01,9.276789205614477396e-05,3.999108157586306334e-04,6.694746552966535091e-04
9.999997019767761230e-01,5.293383219395764172e-05,1.346711360383778811e-04,8.837386267259716988e-04
9.999989867210388184e-01,8.221394818974658847e-05,-2.141023869626224041e-04,1.399842556565999985e-03
9.999973773956298828e-01,3.136806117254309356e-05,-7.859823526814579964e-04,2.168220002204179764e-03
9.999950528144836426e-01,1.063415984390303493e-04,-1.176978577859699726e-03,2.911375602707266808e-03
9.999910593032836914e-01,1.025169767672196031e-04,-1.585066434927284718e-03,3.940612543374300003e-03
9.999877214431762695e-01,1.132942561525851488e-04,-2.078149234876036644e-03,4.515838809311389923e-03
9.999806880950927734e-01,7.064310921123251319e-05,-3.005214268341660500e-03,5.434250924736261368e-03
9.999699592590332031e-01,-3.442592060309834778e-05,-4.096850287169218063e-03,6.588801275938749313e-03
9.999530315399169922e-01,8.865378185873851180e-05,-5.422328598797321320e-03,8.044664748013019562e-03
9.999436140060424805e-01,4.814917701878584921e-05,-6.108724512159824371e-03,8.696761913597583771e-03
9.999207854270935059e-01,1.063178387994412333e-05,-7.555852644145488739e-03,1.006836723536252975e-02
9.998916983604431152e-01,-4.532585444394499063e-05,-9.038016200065612793e-03,1.162323541939258575e-02
9.998744726181030273e-01,-5.185536429053172469e-05,-9.841330349445343018e-03,1.242295932024717331e-02
9.998353123664855957e-01,-6.240438233362510800e-05,-1.151343807578086853e-02,1.403053477406501770e-02
9.997910261154174805e-01,-6.200171628734096885e-05,-1.297957729548215866e-02,1.579386368393898010e-02
9.997662305831909180e-01,-7.410809485008940101e-05,-1.382484473288059235e-02,1.662462763488292694e-02
9.997140765190124512e-01,1.341473835054785013e-04,-1.545997336506843567e-02,1.824395172297954559e-02
9.996821880340576172e-01,2.029506686085369438e-05,-1.632187515497207642e-02,1.921313069760799408e-02
9.996095299720764160e-01,-1.392979029333218932e-04,-1.829697191715240479e-02,2.111795358359813690e-02
9.995250701904296875e-01,-1.942352828336879611e-04,-2.035681903362274170e-02,2.313858084380626678e-02
9.994684457778930664e-01,-2.379829675192013383e-04,-2.162057720124721527e-02,2.440065145492553711e-02
9.993771910667419434e-01,-1.815478753997012973e-04,-2.357106842100620270e-02,2.626317180693149567e-02
9.992790222167968750e-01,-1.896724861580878496e-04,-2.544147521257400513e-02,2.818025276064872742e-02
9.992103576660156250e-01,-1.524584222352132201e-04,-2.676100283861160278e-02,2.936916239559650421e-02
9.990851879119873047e-01,-1.634377549635246396e-04,-2.884772419929504395e-02,3.157056868076324463e-02
9.989688992500305176e-01,-1.097580170608125627e-04,-3.067407570779323578e-02,3.347192704677581787e-02
9.988832473754882812e-01,-7.332530367420986295e-05,-3.196275606751441956e-02,3.479656949639320374e-02
9.987301826477050781e-01,-1.422221976099535823e-04,-3.428019210696220398e-02,3.691921755671501160e-02
9.986513853073120117e-01,-1.382647315040230751e-04,-3.538566082715988159e-02,3.799124062061309814e-02
9.984069466590881348e-01,-1.037820693454705179e-04,-3.868573904037475586e-02,4.107385128736495972e-02
9.983370900154113770e-01,-1.600349060026928782e-04,-3.954086452722549438e-02,4.194882139563560486e-02
9.981486797332763672e-01,-4.203011485515162349e-05,-4.183248803019523621e-02,4.415132850408554077e-02
9.980314970016479492e-01,1.371914277115138248e-05,-4.320427402853965759e-02,4.545858874917030334e-02
9.978173971176147461e-01,4.275888204574584961e-05,-4.568041115999221802e-02,4.768491536378860474e-02
9.975961446762084961e-01,1.782834588084369898e-04,-4.806993901729583740e-02,4.991186782717704773e-02
9.973824024200439453e-01,1.721275330055505037e-04,-5.024449527263641357e-02,5.199892073869705200e-02
9.972378611564636230e-01,1.879196643130853772e-04,-5.169713869690895081e-02,5.332988128066062927e-02
9.969897270202636719e-01,2.382446837145835161e-04,-5.411564186215400696e-02,5.552475154399871826e-02
9.968587756156921387e-01,2.768783015199005604e-04,-5.528730899095535278e-02,5.670795217156410217e-02
9.966105222702026367e-01,4.215986991766840219e-04,-5.741945281624794006e-02,5.890943109989166260e-02
9.963675737380981445e-01,5.212610121816396713e-04,-5.947662144899368286e-02,6.094247102737426758e-02
9.960661530494689941e-01,4.394220013637095690e-04,-6.204611435532569885e-02,6.326439976692199707e-02
9.959514737129211426e-01,5.234353593550622463e-04,-6.302256882190704346e-02,6.409873813390731812e-02
9.956340789794921875e-01,5.093729123473167419e-04,-6.580139696598052979e-02,6.620216369628906250e-02
9.954783320426940918e-01,6.025673355907201767e-04,-6.707501411437988281e-02,6.725772470235824585e-02
9.951818585395812988e-01,7.395399152301251888e-04,-6.942357122898101807e-02,6.923162937164306641e-02
9.949188232421875000e-01,8.078382234089076519e-04,-7.151868939399719238e-02,7.086003571748733521e-02
9.947345852851867676e-01,7.488258997909724712e-04,-7.302083075046539307e-02,7.190620154142379761e-02
9.944782257080078125e-01,8.935483056120574474e-04,-7.518717646598815918e-02,7.320707291364669800e-02
9.941469430923461914e-01,9.942635660991072655e-04,-7.782488316297531128e-02,7.492783665657043457e-02
9.938637018203735352e-01,1.109716482460498810e-03,-8.006598800420761108e-02,7.630965858697891235e-02
9.937068819999694824e-01,1.145421294495463371e-03,-8.132413774728775024e-02,7.701898366212844849e-02
9.934136271476745605e-01,1.240830519236624241e-03,-8.361349999904632568e-02,7.833727449178695679e-02
9.932924509048461914e-01,1.228363136760890484e-03,-8.457279205322265625e-02,7.884252816438674927e-02
9.929968118667602539e-01,1.461242907680571079e-03,-8.694391697645187378e-02,7.997488230466842651e-02
9.927013516426086426e-01,1.517686177976429462e-03,-8.938318490982055664e-02,8.094737678766250610e-02
9.924200773239135742e-01,1.603349694050848484e-03,-9.179874509572982788e-02,8.168784528970718384e-02
9.922869205474853516e-01,1.649462268687784672e-03,-9.298438578844070435e-02,8.196236193180084229e-02
9.920225739479064941e-01,1.684152870438992977e-03,-9.525223076343536377e-02,8.255555480718612671e-02
9.919017553329467773e-01,1.734559074975550175e-03,-9.631710499525070190e-02,8.277159929275512695e-02
9.916301369667053223e-01,1.733676646836102009e-03,-9.862440079450607300e-02,8.330662548542022705e-02
9.913928508758544922e-01,1.684158691205084324e-03,-1.007641553878784180e-01,8.357096463441848755e-02
